"Unique ID","String Flags","Category","Japanese","English Translation","English Translation (34-Char/0x66 Hard-limit)"
"10038","3435921409","Artes","アイスニードル","Ice Needle","Ice Needle"
"10039","3435921409","Artes","ストーム","Storm","Storm"
"10040","3435921409","Artes","グレイブ","Grave","Grave"
"10041","3435921409","Artes","トラクタービーム","Tractor Beam","Tractor Beam"
"10042","3435921409","Artes","ファイアストーム","Firestorm","Firestorm"
"10043","3435921409","Artes","ロックマウンテン","Rock Mountain","Rock Mountain"
"10044","3435921409","Artes","テンペスト","Tempest","Tempest"
"10045","3435921409","Artes","メイルストローム","Maelstrom","Maelstrom"
"10046","3435921409","Artes","アースクェイク","Earthquake","Earthquake"
"10047","3435921409","Artes","ゴッドブレス","God's Breath","God's Breath"
"10048","3435921409","Artes","ブラックホール","Black Hole","Black Hole"
"10049","3435921409","Artes","ビッグバン","Big Bang","Big Bang"
"10050","3435921409","Artes","ヒールストリーム","Healing Stream","Healing Stream"
"10051","3435921409","Artes","ヒールウィンド","Healing Wind","Healing Wind"
"10052","3435921409","Artes","ジャッジメント","Judgment","Judgment"
"10053","3435921409","Artes","フレアトルネード","Flare Tornado","Flare Tornado"
"10054","3435921409","Artes","フィアフルフレア","Fear Flare","Fear Flare"
"10055","3435921409","Artes","フレアトーネード","Flare Tornado","Flare Tornado"
"10056","3435921409","Artes","ヒール","Heal","Heal"
"10057","3435921409","Artes","シャープネス","Sharpness","Sharpness"
"10058","3435921409","Artes","アシッドレイン","Acid Rain","Acid Rain"
"10059","3435921409","Artes","ディープミスト","Deep Mist","Deep Mist"
"10060","3435921409","Artes","サイレンス","Silence","Silence"
"10061","3435921409","Artes","キュア","Cure","Cure"
"10062","3435921409","Artes","アイスウォール","Ice Wall","Ice Wall"
"10063","3435921409","Artes","ブリザード","Blizzard","Blizzard"
"10064","3435921409","Artes","ピコハン","Pow Hammer","Pow Hammer"
"10065","3435921409","Artes","エナジーブラスト","Energy Blast","Energy Blast"
"10066","3435921409","Artes","ピコピコハンマー","Pow Pow Hammer","Pow Pow Hammer"
"10067","3435921409","Artes","インスペクトマジック","Inspect/Inspect Magic","Inspect/Inspect Magic"
"10068","3435921409","Artes","アグリゲットシャープ","Acuteness ","Acuteness "
"10069","3435921409","Artes","ホーリーランス","Holy Lance","Holy Lance"
"10070","3435921409","Artes","エアプレッシャー","Air Pressure","Air Pressure"
"10071","3435921409","Artes","バーンストライク","Burning Strike","Burning Strike"
"10072","3435921409","Artes","アクアスパイク","Aqua Spiral ","Aqua Spiral "
"10073","3435921409","Artes","ウィンドスラッシュ","Wind Slash","Wind Slash"
"10074","3435921409","Artes","インブレイスエンド","Final Embrace","Final Embrace"
"10075","3435921409","Artes","ライフディスチャージ","Life Discharge","Life Discharge"
"10076","3435921409","Artes","デモンズランス","Demon's Lance","Demon's Lance"
"10077","3435921409","Artes","メディテーション","Meditation","Meditation"
"10078","3435921409","Artes","スペル・エンハンス","Spell Enhance ","Spell Enhance "
"10079","3435921409","Artes","エクレールラルム","Eclaire de Larmes","Eclaire de Larmes"
"10080","3435921409","Artes","ナイトメア","Nightmare","Nightmare"
"10081","3435921409","Artes","ホーリーソング","Holy Song","Holy Song"
"10082","3435921409","Artes","グランドクロス","Grand Cross","Grand Cross"
"10083","3435921409","Artes","イノセントシャイン","Innocent Shine","Innocent Shine"
"10084","3435921409","Artes","フレイムバースト","Flame Burst","Flame Burst"
"10085","3435921409","Artes","タービュランス","Turbulence","Turbulence"
"10086","3435921409","Artes","ネガティブゲイト","Negative Gate","Negative Gate"
"10087","3435921409","Artes","エンシェントノヴァ","Ancient Nova","Ancient Nova"
"10088","3435921409","Artes","ディバイン・ジャッジメント","Divine Judgment","Divine Judgment"
"10089","3435921409","Artes","ストーンウォール","Stonewall","Stonewall"
"10090","3435921409","Artes","シャドウエッジ","Shadowedge","Shadowedge"
"10091","3435921409","Artes","フォースフィールド","Forcefield","Forcefield"
"10092","3435921409","Artes","ダミー１","Dummy 1","Dummy 1"
"10093","3435921409","Artes","ダミー２","Dummy 2","Dummy 2"
"10094","3435921409","Artes","ダミー３","Dummy 3","Dummy 3"
"10095","3435921409","Artes","ダミー４","Dummy 4","Dummy 4"
"10096","3435921409","Artes","ダミー５","Dummy 5","Dummy 5"
"10097","3435921409","Artes","ダミー６","Dummy 6","Dummy 6"
"10098","3435921409","Artes","ダミー７","Dummy 7","Dummy 7"
"10099","3435921409","Artes","ダミー８","Dummy 8","Dummy 8"
"10100","3435921409","Artes","ダミー９","Dummy 9","Dummy 9"
"10101","3435921409","Artes","ダミー１０","Dummy 10","Dummy 10"
"10102","3435921409","Artes","ダミー１１","Dummy 11","Dummy 11"
"10103","3435921409","Artes","ダミー１２","Dummy 12","Dummy 12"
"10104","3435921409","Artes","魔神剣","Demon Fang","Demon Fang"
"10105","3435921409","Artes","魔神剣・双牙","Double Demon Fang","Double Demon Fang"
"10106","3435921409","Artes","魔神連牙斬","Demonic Chaos","Demonic Chaos"
"10107","3435921409","Artes","虎牙破斬","Tiger Blade","Tiger Blade"
"10108","3435921409","Artes","虎牙連斬","Tiger Rage","Tiger Rage"
"10109","3435921409","Artes","瞬迅剣","Sonic Thrust","Sonic Thrust"
"10110","3435921409","Artes","風迅剣","Hurricane Thrust","Hurricane Thrust"
"10111","3435921409","Artes","散沙雨","Sword Rain","Sword Rain"
"10112","3435921409","Artes","秋沙雨","Sword Rain: Alpha","Sword Rain: Alpha"
"10113","3435921409","Artes","斬光時雨","Sword Rain: Beta","Sword Rain: Beta"
"10114","3435921409","Artes","裂空斬","Tempest Strike","Tempest Strike"
"10115","3435921409","Artes","真空裂斬","Omega Tempest Strike","Omega Tempest Strike"
"10116","3435921409","Artes","獅子戦吼","Beast","Beast"
"10117","3435921409","Artes","獅吼旋破","Raging Beast","Raging Beast"
"10118","3435921409","Artes","飛天翔駆","Rising Falcon","Rising Falcon"
"10119","3435921409","Artes","魔神空牙衝","Demonic Thrust","Demonic Thrust"
"10120","3435921409","Artes","魔神双破斬","Demonic Tiger Blade","Demonic Tiger Blade"
"10121","3435921409","Artes","烈風空牙衝","Tempest Thrust","Tempest Thrust"
"10122","3435921409","Artes","獅吼烈風","Tempest Beast","Tempest Beast"
"10123","3435921409","Artes","驟雨双破斬","Raining Tiger Blade","Raining Tiger Blade"
"10124","3435921409","Artes","獅子千裂破","Beast Sword Rain","Beast Sword Rain"
"10125","3435921409","Artes","真空千裂破","Sword Rain: Tempest","Sword Rain: Tempest"
"10126","3435921409","Artes","粋護陣","Guardian","Guardian"
"10127","3435921409","Artes","天翔蒼破斬","Falcon's Crest","Falcon's Crest"
"10128","3435921409","Artes","飛燕連脚","Swallow Dance","Swallow Dance"
"10129","3435921409","Artes","烈空斬","Tempest Strike","Tempest Strike"
"10130","3435921409","Artes","爪竜連牙斬","Dragon Swarm","Dragon Swarm"
"10131","3435921409","Artes","爪竜連牙斬","Dragon Swarm","Dragon Swarm"
"10132","3435921409","Artes","閃空裂破","Beast Spear","Beast Spear"
"10133","3435921409","Artes","紅蓮剣","Hell Pyre","Hell Pyre"
"10134","3435921409","Artes","鳳凰天駆","Rising Phoenix","Rising Phoenix"
"10135","3435921409","Artes","空牙昇竜脚","Dragon Toss","Dragon Toss"
"10136","3435921409","Artes","熱破旋風陣","Flame Vortex","Flame Vortex"
"10137","3435921409","Artes","魔王炎撃波","Infernal Torrent","Infernal Torrent"
"10138","3435921409","Artes","獅吼爆炎陣","Thunder Beast","Thunder Beast"
"10139","3435921409","Artes","殺劇舞荒剣","Final Fury","Final Fury"
"10140","3435921409","Artes","皇王天翔翼","Phoenix","Phoenix"
"10141","3435921409","Artes","爆炎剣","Hell's Sword","Hell's Sword"
"10142","3435921409","Artes","虎牙破斬","Tiger Fang","Tiger Fang"
"10143","3435921409","Artes","蒼破刃","Azure Edge","Azure Edge"
"10144","3435921409","Artes","閃光裂破","Light Spear Blast","Light Spear Blast"
"10145","3435921409","Artes","翔凰烈火","Phoenix Blast","Phoenix Blast"
"10146","3435921409","Artes","空破衝","Super Sonic Thrust","Super Sonic Thrust"
"10147","3435921409","Artes","クレイジーコメット","Meteoric Rise","Meteoric Rise"
"10148","3435921409","Artes","トゥインクル・スター","Twinkle Star","Twinkle Star"
"10149","3435921409","Artes","ミックス・マスター","Masterstroke","Masterstroke"
"10150","3435921409","Artes","プリンセス・オブ・マーメイド","Princess of Mermaid","Princess of Mermaid"
"10151","3435921409","Artes","冥空斬翔剣","Final Justice","Final Justice"
"10152","3435921409","Artes","魔神拳","Demon Fist","Demon Fist"
"10153","3435921409","Artes","双牙斬","Fang Blade","Fang Blade"
