"Unique ID","String Flags","Speaker","Japanese","English Translation"
"200022","3435921409","Story","三年に一度、世界樹に生るマナの塊
『大いなる実り』をめぐる争いは、
最終戦争にまで拡大しました。","Once every three years, the ""Great Seed"" filled with
 enourmous amount of mana is concieved by the World Tree,
 leading to what is known as the Final War."
"200023","3435921409","Story","しかし、人類はかろうじて
破滅寸前で踏みとどまり、全国家間に
『世界樹協定』が結ばれました。","But, on the verge of ruin, Humanity came to an understanding,
among all nations an agreement was signed,
this agreement came to be known as ""The World Tree Agreement"""
"200024","3435921409","Story","各国は戦争ではなく、代表戦士『シグルス』
による武闘大会で『大いなる実り』の
獲得権を競う道を選んだのです。","Each country will not be at war however,
 a representative, warriors known as ""Sigurds"" are chosen
to compete in a tournament to lay claim to ""The Great Seed"""
"200025","3435921409","Story","これが人類の理性の産物といわれる
『ユグドラシルバトル』の始まりでした。","Said to be the product of human reasoning,
this was how the beginning of ""Yggdrasil Battle"" came to be."
"200026","3435921409","Story","世界から国家間の戦争が消滅して百年……
現在は四つの大国によって
ユグドラシルバトルは競われています。","100 years has passed since the world has been at peace...
Over these years, Yggdrasil Battle has been 
competed by 4 Major Countries."
"200027","3435921409","Story","シグルスたちの血と想いを代償にして、
唯ひとつの国だけを富ますために――","The Sigurds’ lives and their wishes
were sacrificed for the prosperity of their country——"
"200050","3435921409","Mieu","では、ユグドラシルバトルの
説明をするですの。","Now then, I shall now begin explaining 
Yggdrasil Battle."
"200051","3435921409","Mieu","ユグドラシルバトルは、
二人一組のシグルスがフラッグを
奪い合う武闘大会ですの。","Yggdrasil Battle is, where a pair of sigurds 
retrieve flags while, fighting in 
this tournament."
"200052","3435921409","Mieu","まずは、世界中に出現する
『スクルドフラッグ』を目指して
進むですの。","Firstly, appearing all over the world are 
""Skuld Flags"" that is what you will be 
aiming for."
"200053","3435921409","Mieu","敵シグルスと出会ったらバトル開始！","If you meet an enemy Sigurd, then a battle 
will start."
"200054","3435921409","Mieu","バトルに勝つとフラッグを
手に入れられるですの♪","If you win the battle, then you will be able to 
retrieve their flag."
"200055","3435921409","Mieu","でも、奇襲や待ち伏せも認められて
いるから、敵の気配には
十分注意するですの……","Be careful though, as surprise attacks and 
ambushes are allowed. Just knowing the 
presence of your enemy is not enough......"
"200056","3435921409","Mieu","予選で『スクルドフラッグ』を三本
集めると、精霊闘技島で行われる
決勝戦に進めるですの。","Three ""Skuld Flags"" is needed, when 
collected you will be qualified to enter the 
finals which will be held in Seirei Togi Island."
"200057","3435921409","Mieu","決勝で勝ち残った一チームだけが
マナの源『大いなる実り』を
持ち帰ることができるですの。","Only a single team that has survived through 
the finals, can take the prize for themselves, 
the source of mana ""The Great Seed."""
"200058","3435921409","Mieu","わかったですか、ご主人様？","Do you understand, master?"
"200059","3435921409","Mieu","フラッグへの案内は
ナビミュウにお任せですの♪","With the flag search. 
 You can leave it to Me-ieu! ♪"
"200060","3435921409","Mieu","みゅうぅぅ……
もう一回、説明するですの。","Meiu~~~...
One more time, Can you explain it again."
"200061","3435921409","Choice","はい","Yes"
"200062","3435921409","Choice","いいえ","No"
"300000","3435921409","Lloyd","遅いなぁ……
なにしてんだ、コレットのやつ。","She’s late... What is she doing,
that Colette."
"300001","3435921409","Colette","はぁ、はぁ……
お待たせ、ロイド。","Haa, Haa... I made you wait, Lloyd."
"300002","3435921409","Lloyd","こらー、遅いぞ！
このままじゃ、最終試験に
遅刻しちまうぜ。","Really, you’re late! At this rate, we won’t
make it to the final exam!"
"300003","3435921409","Colette","ご、ごめんね。","S-sorry."
"300004","3435921409","Colette","ロイドに力をつけてもらおうと思って、
配給のお肉でお弁当を作ってたら
遅くなっちゃったの……","I thought of helping you in my own way, so 
I decided to make a bento of the meat rations 
that we had, before I knew it, I was already late..."
"300005","3435921409","Lloyd","うっひょー、マジかよ!?
肉なんて久しぶりだぜ♪","Heck yeah, really!? It’s been a while since 
I had meat! ~♪"
"300006","3435921409","Colette","えへへ、ロイドの大好きな
ローストビーフ……","He he, It’s Lloyd’s favorite Roast Beef"
"300007","3435921409","Colette","……と、トマトのサンドイッチだよ♪","as well as Tomato Sandwich~♪"
"300008","3435921409","Lloyd","ぐわっ！
トマトは勘弁してくれよぉ……","Uwah! Please give me a break with 
the Tomatoes."
"300009","3435921409","Colette","きゃあっ!?","Kyaaa!?"
"300010","3435921409","Lloyd","あいつ、コレットのサンドイッチを!?
待てっ！","That bastard, he’s got Colette’s Sandwhich!? 
Wait!"
"300011","3435921409","Lloyd","おい、そいつを捕まえてくれ！","Hey! Grab that guy!"
"300012","3435921409","Man","み、見逃してください……
腹をすかせた子どもたちが
待ってるんです。","P-please let me go! My childrens...they 
are hungry and are waiting for me."
"300013","3435921409","Kratos","……神聖王国（ヘイズル）の王都まで
このありさまとはな。",""
"300014","3435921409","Lloyd","観念しろ、この肉泥棒め！","Hold it right there! You meat stealer!"
"300015","3435921409","Colette","待って、ロイド！
この人も困ってるんだよ。","Wait Llyod! This person is also in trouble."
"300016","3435921409","Colette","マナが足りないせいで
世界中の自然がおかしくなって、
食べ物が足りなくなってるんだもん。","Thanks to the decline in mana
 the nature of the world has become weird,
 and the food is running out."
"300017","3435921409","Lloyd","…………！","...!"
"300018","3435921409","Colette","私たちが、シグルスになって
『大いなる実り』を手に入れようとしている
のは、困ってる人を救うためでしょ？","Didn't we want to become Sigurds,
 so that we could obtain the ""Great Seed""
 to help/save the people who are in need?"
"300019","3435921409","Lloyd","……わかったよ、コレット。","…I get it already, Colette."
"300020","3435921409","Lloyd","おっちゃん。そのサンドイッチを
子どもたちに食べさせてやってくれよ。","Old man, give these sandwiches to
 the children to let them eat."
"300021","3435921409","Man","あ、ありがとうございます！","T-Thank you very much!"
"300022","3435921409","Colette","ありがと、ロイド。","Thanks, Lloyd."
"300023","3435921409","Lloyd","いいさ。ドワーフの誓い第二番
『困っている人を見かけたら
必ず力を貸そう』だ！","It's fine. Dwarven Vows #2:
 Never abandon someone in need."
"300024","3435921409","Kratos","ロイド……コレット……
そうか、おまえたちが――","Lloyd... Colette...
I see, so you two are--"
"300025","3435921409","Lloyd","ああ、あんた。
巻き込んじまって悪かったな。","Ah, it's you!
Sorry you had to get involved."
"300026","3435921409","Kratos","かまわん。だが……","It’s nothing. However..."
"300027","3435921409","Kratos","戦場では、今のような甘さは命取りになる。
覚えておくことだ。","On the battlefield, this display of
kindness will endanger your lives. Remember that."
"300028","3435921409","Lloyd","なんだぁ、あいつ？
えらそうな奴だなぁ。","What’s up with him?
Know-it-all."
"300029","3435921409","Colette","ロイド、それより時間が……","Lloyd, more so than that, the time it’s..."
"300030","3435921409","Lloyd","やっべぇー、完全に遅刻だ！
試験会場のレラーズ神殿に急ぐぞ！","Crap! We’re completely late! Let’s hurry
over to the test site on Reller’s Temple!"
"300031","3435921409","Lloyd","すみません！
遅刻しましたぁっ!!","I’m sorry!
We were late!"
"300032","3435921409","Kratos","来たか、ロイド・アーヴィング。","So you’ve arrived, Lloyd Irving"
"300033","3435921409","Kratos","だが、おまえは
シグルスとしては失格だな。","However, you have already
 failed as a Sigurd."
"300034","3435921409","Colette","あなたは、さっきの……!?","You're… that person from earlier?!"
"300035","3435921409","Lloyd","俺が『シグルス失格』って
どういうことだ？","What do you mean I ""failed as a Sigurd""?"
"300036","3435921409","Kratos","言葉通りの意味だ。","It is just as I said."
"300037","3435921409","Kratos","一瞬の『機』が生死をわかつと
知っている戦士は、決して時間を
おろそかにしないものだ。","A moment's ""opportunity"" between life and death
 And a warrior who knows it are never
 Things that would neglect time."
"300038","3435921409","Kratos","ましてや『シグルス』は、一国の命運を
背負ってユグドラシルバトルに出場する
選ばれし戦士――","Furthermore, We as Sigurds
We carry on the fate of the country we represent
As we are Yggdrasil Battle’s chosen warriors--"
"300039","3435921409","Kratos","時間も守れぬ未熟者に、
名乗る資格があると思うか？","You think the unskilled who can not even
 keep track of time be able to qualify?"
"300040","3435921409","Lloyd","くっ……","Urgh..."
"300041","3435921409","Colette","待ってください！
ロイドは、私のせいで遅刻したんです。
失格なのは私だけです！","Please wait! 
 Lloyd was only late because of me.
 I should be the only one who fails!"
"300042","3435921409","Kratos","コレット・ブルーネル……
次代の世界樹の神子（みこ）候補だったな。","Colette Brunel… candidate to be the
 next generation World Tree Priestess."
"300043","3435921409","Kratos","だが、『優しさ』と『なれあい』は違う。
その区別を知らなければ、おまえの夢も
夢のままに終わることになるぞ。","However, ""kindness"" and ""friendship"" are not
 the same. If you can't understand that,
 your dream will continue to be just a dream."
"300044","3435921409","Colette","は、はい……","Y-yes..."
"300045","3435921409","Lloyd","おい、あんたっ！
俺だけならともかく、
コレットの夢まで侮辱する気かっ!!","Hey, you!
 Do whatever you want with just me,
 But don't insult Colette's dream like that!!"
"300046","3435921409","Kratos","侮辱したつもりはない。
忠告をしたまでだ。","It wasn't an insult.
 It was just a warning."
"300047","3435921409","Cress","いやぁ～、寝坊しちゃったよ！
ロイド、コレット、クラトスさん。
待たせて悪かったね。","Oof~, I overslept!
 Lloyd, Colette, Mr. Kratos.
 Sorry to keep you all waiting."
"300048","3435921409","Lloyd","クレス！
こいつを知ってるのか？","Cress!
 Do you know this guy?"
"300049","3435921409","Cress","ああ、紹介するよ。","Oh yeah, I'll introduce you."
"300050","3435921409","Cress","この人は、傭兵のクラトス・アウリオン。
前回のユグドラシルバトルで知り合ったんだ。","This person is the merc known as Kratos Aurion.
 I met him in the previous Yggdrasil Battle."
"300051","3435921409","Kratos","久しぶりだな。
神聖王国（ヘイズル）筆頭騎士
クレス・アルベイン。","Long time no see.
 Head Knight of the Heidr Kingdom,
 Cress Albane."
"300052","3435921409","Kratos","遅刻のふりまでして、
このふたりを今回のシグルスに
選ぶ気なのか？",""
"300053","3435921409","Cress","ははは、選ぶ気もなにも、
それをこれから試すんじゃないですか。",""
"300054","3435921409","Kratos","……相変わらず甘い奴だ。","… You've always been such a softie."
"300055","3435921409","Lloyd","あんた、クレスまで馬鹿にする気か！","You… you're making a fool of Cress too!"
"300056","3435921409","Cress","おっと。ロイド、コレット。
クラトスさんとケンカする前に
君たちには、やることがあるんだよ。","Whoa there. Lloyd, Colette.
 Before you guys pick a fight with Kratos,
 there's something you have to do first."
"300057","3435921409","Cress","僕と戦おう……本気、でね。","Fight me… seriously, at least."
"300058","3435921409","Lloyd","い、いきなりなんだよ!?
師匠のクレスと戦うなんて
できるはずが――","Wh-Why all of a sudden?!
 As if I could actually fight
 with Cress, my own master--"
"300059","3435921409","Cress","僕を叩きのめすことが
シグルスになる最終試験なのさ。","Defeating me is the final test
 to become a Sigurd, you know."
"300060","3435921409","Cress","少なくとも、前回大会で敗北した
僕より弱い戦士は必要ないからね。",""
"300061","3435921409","Colette","でも……","But..."
"300062","3435921409","Cress","構えるんだ、コレット。
まさか筆記試験だと
思っていた訳じゃないだろう？","Hold up, Colette.
 You didn't actually think this was
 going to be a written exam, did you?"
"300063","3435921409","Cress","なによりもまず『強い』ことが
シグルスの条件なんだよ！","First and, most notably ""Strength"" that is
 the prime condition of becoming a Sigurd."
"300064","3435921409","Lloyd","……戦おう、コレット。
クレスに俺たちの力を見せるんだ！","Let's fight, Colette.
 We'll show Cress what we're made of!"
"300065","3435921409","Colette","……うん。
わかったよ、ロイド！","...Yeah. Got it, Lloyd!"
"300066","3435921409","Cress","さぁ来い、ロイド！
コレット!!","Now come, Lloyd!
 Colette!!"
"300067","3435921409","Lloyd","クレスに……勝った！","I won… against Cress!"
"300068","3435921409","Cress","ははは……合格だよ。
君たちを『シグルス』と認めよう。","Hahaha… you passed.
 You are both recognized as Sigurds now."
"300069","3435921409","Cress","クラトスさんも文句はないですよね？","Kratos, you have something to say too?"
"300070","3435921409","Kratos","雇い主のおまえが、そう判断するなら
私に異存はない。","If the employer has already made a judgement,
 then I have no objections."
"300071","3435921409","Colette","クレスさんが
クラトスさんの雇い主？","Mister Cress is Mister
 Kratos's employer?"
"300072","3435921409","Cress","そうだよ。
クラトスさんには、僕のパートナーとして
ユグドラシルバトルに参戦してもらう。","That's right.
 Kratos is my partner as well as in the
 Yggdrasil Battle competition."
"300073","3435921409","Lloyd","クレス、なんでそんな奴と組むんだよ!?","Cress, why the Hell team up with this guy?!"
"300074","3435921409","Cress","クラトスさんが、本当の強さをもった
戦士だからさ。","Because Sir Kratos here is a
 warrior of true strength."
"300075","3435921409","Cress","僕たちは、今回こそユグドラシルバトルを
勝ち抜き、『大いなる実り』を
持ち帰らなければならないんだ。","This time in the Yggdrasil Battle,
 we want to win no matter what,
 and bring back with us the ""Great Seed."""
"300076","3435921409","Cress","知っての通り、前回大会で
僕は『大いなる実り』を持ち帰ることが
できなかった……","You already know this… that in the
 competition last time, I was unable
 to obtain the ""Great Seed."""
"300077","3435921409","Lloyd","けど、前回の大会は、事故が起こって、
どの国も『大いなる実り』を
取れなかったんだろ？","But, in the last competition, there
 was an accident, so none of the other
 countries obtained the ""Great Seed,"" right?"
"300078","3435921409","Cress","……そのせいで、全世界は
深刻なマナ不足に陥ってしまった。","Because of that, the mana of the entire
 world has plummeted to its lowest."
"300079","3435921409","Kratos","ゆえに、今度の大会は
各国が存亡を賭けて挑む
過酷な戦いとなるだろう。","Therefore, this competition will be a
 harsh battle for survival to
 challenge the other countries."
"300080","3435921409","Lloyd","ふん、未熟者は出るだけ無駄って
言いたそうだな？","Hmph, I thought you said it was
 useless for the unskilled to join?"
"300081","3435921409","Colette","どんなに辛い戦いでも
私たちは勝ち抜いてみせます！","No matter how hard we have
 to fight, we will win!"
"300082","3435921409","Colette","それが、私の憧れる
『世界樹の神子（みこ）』の使命だから。","That is my mission as
 the ""World Tree Priestess."""
"300083","3435921409","Lloyd","ああ、そうだぜ！
俺もコレットも負けたりしない!!","Yeah, that's right!
 Neither Colette or I are going to lose!"
"300084","3435921409","Kratos","気後れする心配はなさそうだな。","You don't seem to be worried about this at all."
"300085","3435921409","Cress","ロイド、コレット。
その想いを忘れるなよ。","Lloyd, Colette.
 Don't ever forget that feeling."
"300086","3435921409","Cress","大会のルールや進行は、
このナビミュウが教えてくれるんだ。","As for the rules of the competition,
 This navi Mieu will tell you all about it."
"300087","3435921409","Mieu","ナビミュウですの。
よろしくですの。","Navi Mieu here desu.
 Nice to meet you desu."
"300088","3435921409","Colette","こちらこそよろしくね、ナビミュウ。","Same here, Navi Mieu."
"300089","3435921409","Cress","では、ロイド、コレット。
バトル開始に備えて
しっかり準備を頼むよ！","Well then, Lloyd, Colette.
 Get yourselves ready in prep
 for the start of the battle!"
"300090","3435921409","Lloyd, Colette","　ロイド：おう！
コレット：はい！","Lloyd: Oh, yeah!
 Colette: Yes!"
"300091","3435921409","Lloyd","クレス。
俺……クレスと一緒に戦えて嬉しいよ。","Cress.
 I'm… glad to be able to fight with Cress."
"300092","3435921409","Cress","僕もだよ、ロイド。","Me too, Lloyd."
"300093","3435921409","Question","ユグドラシルバトルに関する説明を
聞きますか？","Would you like an explanation
 on Yggdrasil Battles?"
"300094","3435921409","Choice","はい","Yes"
"300095","3435921409","Choice","いいえ","No"
"300096","3435921409","System","　　　操作キャラクターを
　　　選択してください。","Please select the character 
you want to play."
"300097","3435921409","Choice","ロイド","Lloyd"
"300098","3435921409","Choice","コレット","Colette"
"300099","3435921409","Choice","ロイド
（プレイヤーキャラクターでバトル）","Lloyd (Battle with the Player Character)"
"300100","3435921409","Choice","コレット
（パートナーキャラクターでバトル）","Colette (Battle with the Partner Character)"
"300101","3435921409","System","コレットは
　　称号　『こころやさしき娘』
を手に入れました。","Colette has earned the
 ""Kindhearted Maiden"" title."
"300150","3435921409","Lloyd","さぁて、まずは
腹ごしらえでもするか……","Well then, first off
 let's go and get some food…"
"300151","3435921409","Mieu","感じたですの！
たった今、ユグドラシルバトルの
スタートが告知されたですの!!","I felt it! Just now,
 the start of the Yggdrasil
 Battle was announced!!"
"300152","3435921409","Mieu","全世界に『スクルドフラッグ』出現中！
一番近いフラッグは……","""Skuld Flags"" appeared around the
 World! The closest one is…"
"300153","3435921409","Mieu","神聖王国（ヘイズル）王都レラーズ！
ここですの!!","Leraz of Heidr Kingdom!
It's right here!!"
"300154","3435921409","Lloyd","なにぃ、ここにフラッグが!?
しかも、今、スタートって
急すぎだろ？","What, there's a flag here?!
Moreover, just now, isn't it
starting a little too soon?"
"300155","3435921409","Colette","ロイド！　きっと、あの旗が
『スクルドフラッグ』だよ!!","Lloyd, that must be the
 ""Skuld Flag,"" I'm sure of it!!"
"300156","3435921409","???","とおぉーーーうっ!!","Tohhhhhhh!!"
"300157","3435921409","Kongman","やりましたよ、フィリアさん!!","We did it, Miss Philia!!"
"300158","3435921409","Kongman","このコングマンが、
なぜか道端に落ちていた
『スクルドフラッグ』をゲットしました!!","Somehow I, Kongman, was
able to get the ""Skuld Flag""
that was just lying on the roadside!!"
"300159","3435921409","Colette","あっ!?","Ah?!"
"300160","3435921409","Kongman","ぶほへぇっ!?","Buhoeeeh?!"
"300161","3435921409","Colette","痛てて……あっ！","Ouchie… Ah!"
"300162","3435921409","Colette","見て、見て、ロイド！
『スクルドフラッグ』を取っちゃった♪","Look, look, Lloyd!
 I got the ""Skuld Flag"" ♪"
"300163","3435921409","Lloyd","ナイス、コレット!!","Nice, Colette!!"
"300164","3435921409","Philia","あなたは……
コレット・ブルーネルさんですね？","You're...
 Miss Colette Brunel, right?"
"300165","3435921409","Kongman","気をつけてください、フィリアさん！
この娘の頭突きは、
俺様の腹筋もしびれる威力ですぜ!!","Please be careful, Miss Philia!
 The headbutt of this girl is
 as powerful as my muscles!!"
"300166","3435921409","Philia","はい。おそらく、このお二人は
神聖王国（ヘイズル）のシグルスです。","Yes. Especially since these two
 are Sigurds of Heidr Kingdom."
"300167","3435921409","Colette","なぜ、それを!?","How did you--?!"
"300168","3435921409","Philia","やはりそうでしたか。
私は、騎士国家（フレスヴェルグ）のシグルス、
フィリア・フィリスと申します。",""
"300169","3435921409","Kongman","同じく、格闘チャンピオン！
マイティ・コングマンだ!!",""
"300170","3435921409","Philia","コレットさん。シグルスとして、
『スクルドフラッグ』を賭けたバトルを
申しこませていただきます！",""
"300171","3435921409","Colette","この人たちが……
他の国のシグルス!?",""
"300172","3435921409","Kongman","さぁ～構えろ、ガキンチョども！
ユグドラシルバトルのゴングだぜ!!",""
"300173","3435921409","Lloyd","くそっ、
なにからなにまでいきなりすぎだぜ!!",""
"300174","3435921409","Kongman","ぐぅぅ、まだだ！
アイツなら、これしきのことで
退かねぇはずだ……",""
"300175","3435921409","Philia","無理をしないでください、コングマンさん。
ユグドラシルバトルは、
まだ始まったばかりです。",""
"300176","3435921409","Kongman","うう、すみません、フィリアさん……",""
"300177","3435921409","Colette","待ってください！
フィリアさんは、なぜ私のことを
知っていたんですか？",""
"300178","3435921409","Philia","先代の『世界樹の神子（みこ）』、
ミントさんから、あなたの噂は
うかがっていましたから。",""
"300179","3435921409","Philia","私も、あなたと同じく
『世界樹の神子（みこ）』を目指すひとりです。",""
"300180","3435921409","Colette","ミントさんを知ってるんですか!?",""
"300181","3435921409","Philia","はい。
短い間でしたが騎士国家（フレスヴェルグ）に
滞在したあの方に、教えを受けました。",""
"300182","3435921409","Philia","その時、ミントさんは、とても嬉しそうに
あなたのことを語ってくれたのです。",""
"300183","3435921409","Philia","とても優しい心をもった
すてきな教え子だと。",""
"300184","3435921409","Philia","あなたに出会えてよかった。
けれど、私は神子（みこ）になることを
あきらめません……決して。",""
"300185","3435921409","Lloyd","ライバル登場だな、コレット。",""
"300186","3435921409","Colette","……うん。強い人だね。",""
"300187","3435921409","Colette","ところで、これが
『スクルドフラッグ』なんだね？",""
"300188","3435921409","Mieu","そうですの。この『スクルドフラッグ』を
三本集めたチームが、決勝戦に
進めるですの。",""
"300189","3435921409","Lloyd","他の国のシグルスたちと
戦いながら、このフラッグを
三本も……",""
"300190","3435921409","Colette","悩んでも仕方ないよ。
今は前に進も？",""
"300191","3435921409","Lloyd","ああ！
『善（ぜん）は急げ』だな!!",""
"300192","3435921409","Colette","ロイド、ちょっと意味が
違うような……？",""
"300300","3435921409","","……感じるですの！
この辺りに『スクルドフラッグ』が
あるはずですの。",""
"300301","3435921409","","あった！　『スクルドフラッグ』!!",""
"300302","3435921409","","ああ。でも、先客がいやがる。
あいつもシグルスか……？",""
"300303","3435921409","","やった！
『スクルドフラッグ』、ゲットだ!!",""
"300304","3435921409","","どうしよ、ロイド？",""
"300305","3435921409","","……よし、俺が
あいつの後ろに回って
奇襲をしかける。",""
"300306","3435921409","","コレットは、ここに残って
援護を頼む。",""
"300307","3435921409","","この『スクルドフラッグ』を集めた先に、
父さんがいるんだ！",""
"300308","3435921409","","待っててよ、父さん！
オレ、一人前のシグルスになって
会いに行くからね。",""
"300309","3435921409","","動くな！
そのフラッグは渡してもらうぜ。",""
"300310","3435921409","","……うっ、おまえは!?","... Ugh, you are!?"
"300311","3435921409","","へへっ、簡単に後ろを取られるようじゃ
一人前のシグルスとは言えないぜ？",""
"300312","3435921409","","……その通りだな。","... That’s right."
"300313","3435921409","","なっ……何者だ!?
気配なんて全くなかったのに……","What... who are you?!
I didn’t feel any presence at all..."
"300314","3435921409","","驚くほどの技術じゃない。
単におまえが未熟なだけだ。",""
"300315","3435921409","","そこの岩陰に隠れている奴も
出て来い。","The person hiding behind those rocks,
reveal yourself!"
"300316","3435921409","","ロイド、この人……","Lloyd, this person is..."
"300317","3435921409","","ああ、ただ者じゃない。","Yeah, he’s not normal..."
"300318","3435921409","","おい、オレを無視するなよ！","Hey! Stop ignoring me!"
"300319","3435921409","","オレも、いずれ父さんみたいな
英雄になるんだ！
ただ者じゃないんだぜ。",""
"300320","3435921409","","素人に背後を取られる英雄か……
確かにただ者じゃないな。",""
"300321","3435921409","","あうぅ!?
リオンさん、そこまで言わなくても……","Auu~!? Leon, don’t tell me..."
"300322","3435921409","","リオンって……まさか……","It can’t be... Leon..."
"300323","3435921409","","騎士国家（フレスヴェルグ）の
騎士団長リオン・マグナス……!?","From the country of Knights ""Hraesvelgr""
Knight Captain Leon Magnus...!?"
"300324","3435921409","","丁度いい。
こいつらを練習台に
実戦訓練をつけてやる。",""
"300325","3435921409","","望むところさ！
オレって本番に強いんだ！",""
"300326","3435921409","","くそっ、なめるなよ！","Damn it! Tch, don’t look down on me!"
"300327","3435921409","","うぅ……こいつら……","Uu... You bastards..."
"300328","3435921409","","……思ったよりはできるようだな。","... seems like you can do it if you try."
"300329","3435921409","","へへっ……あんたは、
思ったほどでも……ないな。",""
"300330","3435921409","","くそっ、オレはこんなところで
負けられないんだ!!","Damn it! I can’t lose in a place like this!!"
"300331","3435921409","","爆炎剣!!","Hell Sword!"
"300332","3435921409","","バ、バカ野郎！
『スクルドフラッグ』が――",""
"300333","3435921409","","谷に落ちる!!",""
"300334","3435921409","","このフラッグは
父さんを捜すたったひとつの鍵だ！",""
"300335","3435921409","","失くすものかーーーっ!!!!",""
"300336","3435921409","","この後先考えない行動……
ろくでもないところばかり
父親（アイツ）に似すぎだ!!",""
"300337","3435921409","","いくら下が川だからって、
この高さから、迷いなく
飛びこむなんて……",""
"300338","3435921409","","私たち……あんな人たちを、
倒していかなきゃならないんだね。",""
"300339","3435921409","","…………",""
"300450","3435921409","","ふぅ、このあたりで一休みするか？",""
"300451","3435921409","","そだね。",""
"300452","3435921409","","ツインバレット！",""
"300453","3435921409","","きゃあっ!!",""
"300454","3435921409","","コレット!?",""
