"Unique ID","String Flags","Category","Japanese","English Translation","Comments"
"6013","3435921409","Map Screen","プレイ時間 $SCC009$:$SCC010$:$SCC011$","Playtime: $SCC009$:$SCC010$:$SCC011$",""
"7000","3435921409",""," "," ",""
"7001","3435921409","","-","-",""
"7002","3435921409","","-:--","-:--",""
"8000","3435921409","Card Menu","スタン","Stahn",""
"8001","3435921409","Card Menu","ルーティ","Rutee",""
"8002","3435921409","Card Menu","リオン","Leon",""
"8003","3435921409","Card Menu","フィリア","Philia",""
"8004","3435921409","Card Menu","ウッドロウ","Woodrow",""
"8005","3435921409","Card Menu","マリー","Mary",""
"8006","3435921409","Card Menu","チェルシー","Chelsea",""
"8007","3435921409","Card Menu","コングマン","Kongman",""
"8008","3435921409","Card Menu","リリス","Lilith",""
"8009","3435921409","Card Menu","リッド","Reid",""
"8010","3435921409","Card Menu","ファラ","Farah",""
"8011","3435921409","Card Menu","フォッグ","Max",""
"8012","3435921409","Card Menu","チャット","Chat",""
"8013","3435921409","Card Menu","レイス","Rassius",""
"8014","3435921409","Card Menu","クレス","Cress",""
"8015","3435921409","Card Menu","ダオス","Dhaos",""
"8016","3435921409","Card Menu","すず","Suzu",""
"8017","3435921409","Card Menu","貴重品18","Key Items 18",""
"8018","3435921409","Card Menu","貴重品19","Key Items 19",""
"8019","3435921409","Card Menu","貴重品20","Key Items 20",""
"8020","3435921409","Card Menu","貴重品21","Key Items 21",""
"8021","3435921409","Card Menu","貴重品22","Key Items 22",""
"8022","3435921409","Card Menu","貴重品23","Key Items 23",""
"8023","3435921409","Card Menu","貴重品24","Key Items 24",""
"8024","3435921409","Card Menu","貴重品25","Key Items 25",""
"8025","3435921409","Card Menu","貴重品26","Key Items 26",""
"8026","3435921409","Card Menu","貴重品27","Key Items 27",""
"8027","3435921409","Card Menu","貴重品28","Key Items 28",""
"8028","3435921409","Card Menu","貴重品29","Key Items 29",""
"8029","3435921409","Card Menu","貴重品30","Key Items 30",""
"8030","3435921409","Card Menu","貴重品31","Key Items 31",""
"8031","3435921409","Card Menu","貴重品32","Key Items 32",""
"9000","3435921409","Card Menu Description","ユグドラシルバトルで手に入れたスタンのカード。
３枚集めるととあるモードでスタンが使用可能になります。","Obtain Stahn’s card on Yggdrasil.
Collect all 3 cards to use Stahn.",""
"9001","3435921409","Card Menu Description","ユグドラシルバトルで手に入れたルーティのカード。
３枚集めるととあるモードでルーティが使用可能になります。","Obtain Rutee’s card on Yggdrasil.
Collect all 3 cards to use Rutee.",""
"9002","3435921409","Card Menu Description","ユグドラシルバトルで手に入れたリオンのカード。
３枚集めるととあるモードでリオンが使用可能になります。","Obtain Leon’s card in on Yggdrasil.
Collect all 3 cards to use Leon.",""
"9003","3435921409","Card Menu Description","ユグドラシルバトルで手に入れたフィリアのカード。
３枚集めるととあるモードでフィリアが使用可能になります。","Obtain Philia’s card on Yggdrasil.
Collect all 3 cards to use Philia.",""
"9004","3435921409","Card Menu Description","ユグドラシルバトルで手に入れたウッドロウのカード。
３枚集めるととあるモードでウッドロウが使用可能になります。","Obtain Woodrow’s card on Yggdrasil.
Collect all 3 cards to use Woodrow.",""
"9005","3435921409","Card Menu Description","ユグドラシルバトルで手に入れたマリーのカード。
３枚集めるととあるモードでマリーが使用可能になります。","Obtain Mary’s card on Yggdrasil.
Collect all 3 cards to use Mary.",""
"9006","3435921409","Card Menu Description","ユグドラシルバトルで手に入れたチェルシーのカード。
３枚集めるととあるモードでチェルシーが使用可能になります。","Obtain Chelsea’s card on Yggdrasil.
Collect all 3 cards to use Chelsea.",""
"9007","3435921409","Card Menu Description","ユグドラシルバトルで手に入れたコングマンのカード。
３枚集めるととあるモードでコングマンが使用可能になります。","Obtain Kongman’s card on Yggdrasil.
Collect all 3 cards to use Kongman.",""
"9008","3435921409","Card Menu Description","ユグドラシルバトルで手に入れたリリスのカード。
３枚集めるととあるモードでリリスが使用可能になります。","Obtain Lilith’s card on Yggdrasil.
Collect all 3 cards to use Lilith.",""
"9009","3435921409","Card Menu Description","ユグドラシルバトルで手に入れたリッドのカード。
３枚集めるととあるモードでリッドが使用可能になります。","Obtain Reid’s card on Yggdrasil.
Collect all 3 cards to use Reid.",""
"9010","3435921409","Card Menu Description","ユグドラシルバトルで手に入れたファラのカード。
３枚集めるととあるモードでファラが使用可能になります。","Obtain Farah’s card on Yggdrasil.
Collect all 3 cards to use Farah.",""
"9011","3435921409","Card Menu Description","ユグドラシルバトルで手に入れたフォッグのカード。
３枚集めるととあるモードでフォッグが使用可能になります。","Obtain Max’s card on Yggdrasil.
Collect all 3 cards to use Max.",""
"9012","3435921409","Card Menu Description","ユグドラシルバトルで手に入れたチャットのカード。
３枚集めるととあるモードでチャットが使用可能になります。","Obtain Chat’s card on Yggdrasil.
Collect all 3 cards to use Chat.",""
"9013","3435921409","Card Menu Description","ユグドラシルバトルで手に入れたレイスのカード。
３枚集めるととあるモードでレイスが使用可能になります。","Obtain Rassius’ card on Yggdrasil.
Collect all 3 cards to use Rassius.",""
"9014","3435921409","Card Menu Description","ユグドラシルバトルで手に入れたクレスのカード。
３枚集めるととあるモードでクレスが使用可能になります。","Obtain Cress’ card on Yggdrasil.
Collect all 3 cards to use Cress.",""
"9015","3435921409","Card Menu Description","ユグドラシルバトルで手に入れたダオスのカード。
３枚集めるととあるモードでダオスが使用可能になります。","Obtain Dhaos’ card on Yggdrasil.
Collect all 3 cards to use Dhaos.",""
"9016","3435921409","Card Menu Description","ユグドラシルバトルで手に入れたすずのカード。
３枚集めるととあるモードですずが使用可能になります。","Obtain Suzu’s card on Yggdrasil.
Collect all 3 cards to use Suzu.",""
"9017","3435921409","Card Menu Description","貴重品18の説明","Key Item Description 18 ",""
"9018","3435921409","Card Menu Description","貴重品19の説明","Key Item Description 19 ",""
"9019","3435921409","Card Menu Description","貴重品20の説明","Key Item Description 20 ",""
"9020","3435921409","Card Menu Description","貴重品21の説明","Key Item Description 21 ",""
"9021","3435921409","Card Menu Description","貴重品22の説明","Key Item Description 22 ",""
"9022","3435921409","Card Menu Description","貴重品23の説明","Key Item Description 23 ",""
"9023","3435921409","Card Menu Description","貴重品24の説明","Key Item Description 24 ",""
"9024","3435921409","Card Menu Description","貴重品25の説明","Key Item Description 25 ",""
"9025","3435921409","Card Menu Description","貴重品26の説明","Key Item Description 26 ",""
"9026","3435921409","Card Menu Description","貴重品27の説明","Key Item Description 27 ",""
"9027","3435921409","Card Menu Description","貴重品28の説明","Key Item Description 28 ",""
"9028","3435921409","Card Menu Description","貴重品29の説明","Key Item Description 29 ",""
"9029","3435921409","Card Menu Description","貴重品30の説明","Key Item Description 30 ",""
"9030","3435921409","Card Menu Description","貴重品31の説明","Key Item Description 31 ",""
"9031","3435921409","Card Menu Description","貴重品32の説明","Key Item Description 32 ",""
"10000","3435921409","Artes","無し","None",""
"10001","3435921409","Artes","ファーストエイド","First Aid",""
"10002","3435921409","Artes","ナース","Nurse",""
"10003","3435921409","Artes","ハートレスサークル","Healing Circle",""
"10004","3435921409","Artes","リザレクション","Revitalize",""
"10005","3435921409","Artes","レイズデッド","Resurrection",""
"10006","3435921409","Artes","リカバー","Recovery",""
"10007","3435921409","Artes","リキュペレート","Purify",""
"10008","3435921409","Artes","ディスペル","Dispel",""
"10009","3435921409","Artes","エスプレイドイレイズ","Nullify ",""
"10010","3435921409","Artes","バリアー","Barrier",""
"10011","3435921409","Artes","フィールドバリアー","Field Barrier",""
"10012","3435921409","Artes","チャージ","Charge",""
"10013","3435921409","Artes","フォトン","Photon",""
"10014","3435921409","Artes","レイ","Ray",""
"10015","3435921409","Artes","セイクリッドシャイン","Sacred Light"," (セイクリッドシャイン, Sacred Shine)"
"10016","3435921409","Artes","アクアエッジ","Aqua Edge",""
"10017","3435921409","Artes","スプレッド","Spread",""
"10018","3435921409","Artes","タイダルウェイブ","Tidal Wave",""
"10019","3435921409","Artes","ファイアボール","Fireball",""
"10020","3435921409","Artes","イラプション","Eruption",""
"10021","3435921409","Artes","エクスプロード","Explosion",""
"10022","3435921409","Artes","ウィンドカッター","Wind Cutter",""
"10023","3435921409","Artes","エアスラスト","Air Thrust",""
"10024","3435921409","Artes","サイクロン","Cyclone",""
"10025","3435921409","Artes","ストーンブラスト","Stone Blast",""
"10026","3435921409","Artes","ロックブレイク","Stalagmite",""
"10027","3435921409","Artes","グランドダッシャー","Ground Dasher",""
"10028","3435921409","Artes","ライトニング","Lightning",""
"10029","3435921409","Artes","サンダーブレード","Thunder Blade",""
"10030","3435921409","Artes","インディグネイション","Indignation",""
"10031","3435921409","Artes","アイシクル","Icicle",""
"10032","3435921409","Artes","アイストーネード","Ice Tornado",""
"10033","3435921409","Artes","レイジングミスト","Raging Mist",""
"10034","3435921409","Artes","グラビティ","Gravity",""
"10035","3435921409","Artes","アドプレッシャー","Dreaded Wave"," (アドプレッシャー, Add Pressure)"
"10036","3435921409","Artes","メテオスウォーム","Meteor Storm"," (メテオスウォーム, Meteor Swarm)"
"10037","3435921409","Artes","インディグネイト・ジャッジメント","Indignant Judgment"," (インディグネイト・ジャッジメント, Indignation Judgment)"
"10038","3435921409","Artes","アイスニードル","Ice Needle",""
"10039","3435921409","Artes","ストーム","Storm",""
"10040","3435921409","Artes","グレイブ","Grave",""
"10041","3435921409","Artes","トラクタービーム","Tractor Beam",""
"10042","3435921409","Artes","ファイアストーム","Firestorm",""
"10043","3435921409","Artes","ロックマウンテン","Rock Mountain",""
"10044","3435921409","Artes","テンペスト","Tempest",""
"10045","3435921409","Artes","メイルストローム","Maelstrom",""
"10046","3435921409","Artes","アースクェイク","Earthquake",""
"10047","3435921409","Artes","ゴッドブレス","God’s Breath",""
"10048","3435921409","Artes","ブラックホール","Black Hole",""
"10049","3435921409","Artes","ビッグバン","Big Bang",""
"10050","3435921409","Artes","ヒールストリーム","Healing Stream",""
"10051","3435921409","Artes","ヒールウィンド","Healing Wind",""
"10052","3435921409","Artes","ジャッジメント","Judgment",""
"10053","3435921409","Artes","フレアトルネード","Flare Tornado",""
"10054","3435921409","Artes","フィアフルフレア","Fear Flare",""
"10055","3435921409","Artes","フレアトーネード","Flare Tornado","(You’re not seeing doubles, it actually is repeated.)"
"10056","3435921409","Artes","ヒール","Heal",""
"10057","3435921409","Artes","シャープネス","Sharpness",""
"10058","3435921409","Artes","アシッドレイン","Acid Rain",""
"10059","3435921409","Artes","ディープミスト","Deep Mist",""
"10060","3435921409","Artes","サイレンス","Silence",""
"10061","3435921409","Artes","キュア","Cure",""
"10062","3435921409","Artes","アイスウォール","Ice Wall",""
"10063","3435921409","Artes","ブリザード","Blizzard",""
"10064","3435921409","Artes","ピコハン","Pow Hammer",""
"10065","3435921409","Artes","エナジーブラスト","Energy Blast",""
"10066","3435921409","Artes","ピコピコハンマー","Pow Pow Hammer",""
"10067","3435921409","Artes","インスペクトマジック","Inspect Magic",""
"10068","3435921409","Artes","アグリゲットシャープ","Acuteness ","(Aggregate Sharp)"
"10069","3435921409","Artes","ホーリーランス","Holy Lance",""
"10070","3435921409","Artes","エアプレッシャー","Air Pressure",""
"10071","3435921409","Artes","バーンストライク","Burning Strike",""
"10072","3435921409","Artes","アクアスパイク","Aqua Spiral ","(Aqua Spike)"
"10073","3435921409","Artes","ウィンドスラッシュ","Wind Slash",""
"10074","3435921409","Artes","インブレイスエンド","Final Embrace",""
"10075","3435921409","Artes","ライフディスチャージ","Life Discharge",""
"10076","3435921409","Artes","デモンズランス","Demon’s Lance",""
"10077","3435921409","Artes","メディテーション","Meditation",""
"10078","3435921409","Artes","スペル・エンハンス","Enhance Cast","(Enhance Cast ""Localized"")"
"10079","3435921409","Artes","エクレールラルム","Eclaire de Larmes",""
"10080","3435921409","Artes","ナイトメア","Nightmare",""
"10081","3435921409","Artes","ホーリーソング","Holy Song",""
"10082","3435921409","Artes","グランドクロス","Grand Cross",""
"10083","3435921409","Artes","イノセントシャイン","Innocent Shine",""
"10084","3435921409","Artes","フレイムバースト","Flame Burst",""
"10085","3435921409","Artes","タービュランス","Turbulence",""
"10086","3435921409","Artes","ネガティブゲイト","Negative Gate",""
"10087","3435921409","Artes","エンシェントノヴァ","Ancient Nova",""
"10088","3435921409","Artes","ディバイン・ジャッジメント","Divine Judgment",""
"10089","3435921409","Artes","ストーンウォール","Stone Wall",""
"10090","3435921409","Artes","シャドウエッジ","Shadow Edge",""
"10091","3435921409","Artes","フォースフィールド","Force Field",""
"10092","3435921409","Artes","ダミー１","Dummy 1","Dummy"
"10093","3435921409","Artes","ダミー２","Dummy 2",""
"10094","3435921409","Artes","ダミー３","Dummy 3",""
"10095","3435921409","Artes","ダミー４","Dummy 4",""
"10096","3435921409","Artes","ダミー５","Dummy 5",""
"10097","3435921409","Artes","ダミー６","Dummy 6",""
"10098","3435921409","Artes","ダミー７","Dummy 7",""
"10099","3435921409","Artes","ダミー８","Dummy 8",""
"10100","3435921409","Artes","ダミー９","Dummy 9",""
"10101","3435921409","Artes","ダミー１０","Dummy 10",""
"10102","3435921409","Artes","ダミー１１","Dummy 11",""
"10103","3435921409","Artes","ダミー１２","Dummy 12",""
"10104","3435921409","Artes","魔神剣","Demon Fang",""
"10105","3435921409","Artes","魔神剣・双牙","Double Demon Fang",""
"10106","3435921409","Artes","魔神連牙斬","Demonic Chaos",""
"10107","3435921409","Artes","虎牙破斬","Tiger Blade",""
"10108","3435921409","Artes","虎牙連斬","Tiger Rage",""
"10109","3435921409","Artes","瞬迅剣","Sonic Thrust",""
"10110","3435921409","Artes","風迅剣","Hurricane Thrust",""
"10111","3435921409","Artes","散沙雨","Sword Rain",""
"10112","3435921409","Artes","秋沙雨","Sword Rain: Alpha",""
"10113","3435921409","Artes","斬光時雨","Sword Rain: Beta",""
"10114","3435921409","Artes","裂空斬","Tempest Strike",""
"10115","3435921409","Artes","真空裂斬","Omega Tempest Strike",""
"10116","3435921409","Artes","獅子戦吼","Beast",""
"10117","3435921409","Artes","獅吼旋破","Raging Beast",""
"10118","3435921409","Artes","飛天翔駆","Rising Falcon",""
"10119","3435921409","Artes","魔神空牙衝","Demonic Thrust",""
"10120","3435921409","Artes","魔神双破斬","Demonic Tiger Blade",""
"10121","3435921409","Artes","烈風空牙衝","Tempest Thrust",""
"10122","3435921409","Artes","獅吼烈風","Tempest Beast",""
"10123","3435921409","Artes","驟雨双破斬","Raining Tiger Blade",""
"10124","3435921409","Artes","獅子千裂破","Beast Sword Rain",""
"10125","3435921409","Artes","真空千裂破","Sword Rain: Tempest",""
"10126","3435921409","Artes","粋護陣","Guardian",""
"10127","3435921409","Artes","天翔蒼破斬","Falcon’s Crest",""
"10128","3435921409","Artes","飛燕連脚","Swallow Dance",""
"10129","3435921409","Artes","烈空斬","Tempest Strike",""
"10130","3435921409","Artes","爪竜連牙斬","Dragon Swarm",""
"10131","3435921409","Artes","爪竜連牙斬","Dragon Swarm",""
"10132","3435921409","Artes","閃空裂破","Beast Spear",""
"10133","3435921409","Artes","紅蓮剣","Hell Pyre",""
"10134","3435921409","Artes","鳳凰天駆","Rising Phoenix",""
"10135","3435921409","Artes","空牙昇竜脚","Dragon Toss",""
"10136","3435921409","Artes","熱破旋風陣","Flame Vortex",""
"10137","3435921409","Artes","魔王炎撃波","Infernal Torrent",""
"10138","3435921409","Artes","獅吼爆炎陣","Thunder Beast",""
"10139","3435921409","Artes","殺劇舞荒剣","Final Fury",""
"10140","3435921409","Artes","皇王天翔翼","Phoenix",""
"10141","3435921409","Artes","爆炎剣","Hell Sword",""
"10142","3435921409","Artes","虎牙破斬","Tiger Fang",""
"10143","3435921409","Artes","蒼破刃","Azure Edge",""
"10144","3435921409","Artes","閃光裂破","Light Spear Blast",""
"10145","3435921409","Artes","翔凰烈火","Phoenix Blast",""
"10146","3435921409","Artes","空破衝","Super Sonic Thrust",""
"10147","3435921409","Artes","クレイジーコメット","Meteoric Rise",""
"10148","3435921409","Artes","トゥインクル・スター","Twinkle Star",""
"10149","3435921409","Artes","ミックス・マスター","Masterstroke",""
"10150","3435921409","Artes","プリンセス・オブ・マーメイド","Princess of Mermaid",""
"10151","3435921409","Artes","冥空斬翔剣","Final Justice",""
"10152","3435921409","Artes","魔神拳","Demon Fist",""
"10153","3435921409","Artes","双牙斬","Fang Blade",""
"10154","3435921409","Artes","烈破掌","Raging Blast",""
"10155","3435921409","Artes","穿衝破","Rending Thrust",""
"10156","3435921409","Artes","剛招来","Coil",""
"10157","3435921409","Artes","裂旋破","Punishing Blast",""
"10158","3435921409","Artes","牙旋衝破","Rending Punishment",""
"10159","3435921409","Artes","崩襲脚","Havoc Strike",""
"10160","3435921409","Artes","崩昇蹴撃","Devastating Havoc",""
"10161","3435921409","Artes","穿破斬月襲","Rending Havoc",""
"10162","3435921409","Artes","鷹爪豪掌破","Raging Havoc",""
"10163","3435921409","Artes","烈穿双撃破","Rending Blast",""
"10164","3435921409","Artes","牙連崩襲顎","Fang Havoc",""
"10165","3435921409","Artes","斬影烈昴刺","Rending Fang Blade",""
"10166","3435921409","Artes","通牙連破斬","Raging Fang Blast",""
"10167","3435921409","Artes","獅吼滅龍閃","Beast",""
"10168","3435921409","Artes","烈破焔焦撃","Infernal Ruin",""
"10169","3435921409","Artes","幻竜拳","Shadow Rush",""
"10170","3435921409","Artes","迫撃掌","Impact",""
"10171","3435921409","Artes","噴竜撃","Dragon Blast",""
"10172","3435921409","Artes","鷹爪脚","Talon Strike",""
"10173","3435921409","Artes","連牙弾","Talon Storm",""
"10174","3435921409","Artes","輪舞旋風","Whirlwind Dash",""
"10175","3435921409","Artes","魔神拳・双牙","Twin Demon Fist",""
"10176","3435921409","Artes","臥竜砕","Dragon Crush",""
"10177","3435921409","Artes","爆竜拳","Wyrm Rush",""
"10178","3435921409","Artes","爆牙弾","Talon Blast",""
"10179","3435921409","Artes","軽岩砕落撃","Ground Slam","Because... Why not? (Anyway, just replace with Slam lol)"
"10180","3435921409","Artes","礫岩迫落撃","Landslide",""
"10181","3435921409","Artes","巨岩裂落撃","Avalanche Drop",""
"10182","3435921409","Artes","万物神追撃","Lord of Creation",""
"10183","3435921409","Artes","魔神幻竜拳","Demon Shadow",""
"10184","3435921409","Artes","爆撃掌","Demon Blast",""
"10185","3435921409","Artes","神竜撃","Divine Dragon",""
"10186","3435921409","Artes","飛連幻竜拳","Phantom Dragon Dance",""
"10187","3435921409","Artes","連牙飛燕脚","Swallow Storm",""
"10188","3435921409","Artes","輪舞噴竜連撃","Whirlwind Blast",""
"10189","3435921409","Artes","魔神拳・竜牙","Demon Strike",""
"10190","3435921409","Artes","砕臥爆竜拳","Wyrm Crush",""
"10191","3435921409","Artes","迫撃戦吼","Beast Impact",""
"10192","3435921409","Artes","輪舞爆牙弾","Whirlwind Talon Blast",""
"10193","3435921409","Artes","竜凰天駆","Dragon Strike",""
"10194","3435921409","Artes","剛・魔神剣","Fierce Demon Fang",""
"10195","3435921409","Artes","閃光墜刃牙","Light Spear Cannon",""
"10196","3435921409","Artes","雷神剣","Lightning Blade",""
"10197","3435921409","Artes","風雷神剣","Super Lightning Blade",""
"10198","3435921409","Artes","魔神閃空破","Demon Spear",""
"10199","3435921409","Artes","守護方陣","Guardian Field",""
"10200","3435921409","Artes","サーチガルド","Search Gald",""
"10201","3435921409","Artes","スナイプエア","Snipe Air",""
"10202","3435921409","Artes","スナイプロア","Snipe Lower",""
"10203","3435921409","Artes","ローバーアイテム","Thievery",""
"10204","3435921409","Artes","ＲＶウィッシュ","Ruined Vain Wish",""
"10205","3435921409","Artes","ブラッディローズ","Bloody Rose",""
"10206","3435921409","Artes","旋風槍","Storm Thrust",""
"10207","3435921409","Artes","裂駆槍","Skewering Spear",""
"10208","3435921409","Artes","轟破槍","Roaring Spear",""
"10209","3435921409","Artes","瞬迅槍","Sonic Spear",""
"10210","3435921409","Artes","天雷槍","Thunder Lance",""
"10211","3435921409","Artes","滅翔槍","Falling Lance",""
"10212","3435921409","Artes","裂風迅槍衝","Cyclone Surge",""
"10213","3435921409","Artes","轟爆旋風牙","Roaring Storm",""
"10214","3435921409","Artes","裂風瞬迅殺","Cyclone Gale",""
"10215","3435921409","Artes","裂風爆雷陣","Cyclone Thunder",""
"10216","3435921409","Artes","滅殺旋風牙","Falling Storm",""
"10217","3435921409","Artes","轟爆迅槍衝","Roaring Surge",""
"10218","3435921409","Artes","瞬殺迅槍衝","Fatal Surge",""
"10219","3435921409","Artes","裂走爆雷陣","Goring Thunder",""
"10220","3435921409","Artes","裂走天翔撃","Goring Descent",""
"10221","3435921409","Artes","瞬殺轟衝撃","Fatal Roar",""
"10222","3435921409","Artes","迅雷轟衝撃","Thunder Roar",""
